Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Critic_Score,User_Score
6174,Army of Two: The Devil's Cartel,PlayStation 3,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,2000s,58.0,6.7
6175,Syphon Filter: Dark Mirror,PlayStation 2,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,2000s,70.0,7.8
6176,Conflict: Desert Storm II - Back to Bagdhad,Xbox,Shooter,SCi,0.21,0.06,0.0,0.01,0.28,2000s,Unknown,Unknown
6177,Guitar Hero Live,PlayStation 3,Misc,Activision,0.09,0.14,0.0,0.05,0.28,2000s,Unknown,5.1
6178,Mission: Impossible - Operation Surma,PlayStation 2,Platform,Atari,0.14,0.11,0.0,0.04,0.28,2000s,64.0,7.8
6179,Sesame Street: Elmo's A-to-Zoo Adventure,Nintendo DS,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02,0.28,2000s,Unknown,Unknown
6180,MLB 07: The Show,PlayStation Portable,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,2000s,82.0,7.2
6181,Pitfall: The Mayan Adventure,Game Boy Advance,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,2000s,58.0,tbd
6182,Driver: Parallel Lines,PlayStation 2,Racing,Atari,0.12,0.1,0.03,0.03,0.28,2000s,69.0,6.9
6183,Sing Party,Wii U,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,2010s,60.0,5.4
6184,Shrek: Ogres & Dronkeys,Nintendo DS,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,2000s,Unknown,Unknown
6185,Monopoly,Nintendo DS,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,2000s,Unknown,tbd
6186,Hot Wheels: Track Attack,Nintendo DS,Racing,THQ,0.18,0.08,0.0,0.02,0.28,2000s,Unknown,tbd
6187,Backyard Wrestling 2: There Goes the Neighborhood,PlayStation 2,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,2000s,46.0,4.7
6188,Virtua Fighter 5 Online,Xbox 360,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,2000s,89.0,7.6
6189,Disney's Treasure Planet,Game Boy Advance,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,2000s,68.0,tbd
6190,Dead or Alive,PlayStation,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,1990s,84.0,8.6
6191,Wild ARMs 5,PlayStation 2,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,2000s,71.0,7.5
6192,Bionic Commando,Xbox 360,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,2000s,70.0,7.3
6193,NFL Blitz 20-02,PlayStation 2,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,2000s,76.0,8.9
6194,Mega Man 7,Super Nintendo Entertainment System,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,1990s,Unknown,Unknown
6195,NCAA March Madness 2005,Xbox,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,2000s,80.0,7.8
6196,Shadows of the Damned,PlayStation 3,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28,2000s,77.0,8.1
6197,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GameCube,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.28,2000s,71.0,tbd
6198,NBA In The Zone,PlayStation,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,1990s,Unknown,Unknown
6199,Corvette,Game Boy Advance,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28,2000s,Unknown,tbd
6200,F1 ROC: Race of Champions,Super Nintendo Entertainment System,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6201,Just Dance 2015,PlayStation 3,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.28,2000s,Unknown,6.8
6202,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GameCube,Action,THQ,0.22,0.06,0.0,0.01,0.28,2000s,65.0,tbd
6203,Silent Hill 2: Restless Dreams,Xbox,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,2000s,84.0,8.3
6204,Cabela's Big Game Hunter 2012,Xbox 360,Sports,Activision,0.24,0.02,0.0,0.02,0.28,2000s,Unknown,tbd
6205,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PlayStation 4,Action,Square Enix,0.0,0.0,0.28,0.0,0.28,2010s,Unknown,Unknown
6206,Moshi Monsters: Moshlings Theme Park,Nintendo 3DS,Misc,Activision,0.13,0.13,0.0,0.03,0.28,2010s,Unknown,tbd
6207,UEFA Euro 2016,PlayStation 4,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28,2010s,72.0,6.6
6208,Soul Nomad & the World Eaters,PlayStation 2,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,2000s,Unknown,Unknown
6209,RollerCoaster Tycoon 3,PC,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,Multi-decade,81.0,5
6210,Bass Strike,PlayStation 2,Sports,THQ,0.14,0.11,0.0,0.04,0.28,2000s,57.0,5.8
6211,NHL Hitz 20-03,PlayStation 2,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,2000s,82.0,8.4
6212,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,2010s,72.0,8.4
6213,Pac-Man Fever,GameCube,Misc,Unknown,0.21,0.06,0.0,0.01,0.28,2000s,54.0,6.3
6214,Over the Hedge,Nintendo DS,Platform,Activision,0.25,0.01,0.0,0.02,0.28,2000s,71.0,6.4
6215,Real Pool,PlayStation 2,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,2000s,54.0,tbd
6216,iCarly 2: iJoin The Click!,Nintendo DS,Adventure,Activision,0.26,0.01,0.0,0.02,0.28,2000s,Unknown,tbd
6217,The Warriors,PlayStation Portable,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28,2000s,81.0,7.8
6218,Mister Mosquito,PlayStation 2,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,2000s,65.0,4.9
6219,Kakyuusei,Sega Saturn,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6220,Patapon 3,PlayStation Portable,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28,2000s,74.0,7.2
6221,Sesame Street: Cookie's Counting Carnival,Nintendo DS,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28,2000s,Unknown,Unknown
6222,Civilization II,PlayStation,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,1990s,Unknown,Unknown
6223,Guitar Hero: Van Halen,PlayStation 3,Misc,Activision,0.14,0.09,0.0,0.04,0.28,2000s,59.0,4.7
6224,Dynasty Warriors: Gundam,PlayStation 2,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,Unknown
6225,Madagascar,Xbox,Platform,Activision,0.21,0.06,0.0,0.01,0.28,2000s,71.0,tbd
6226,Transformers: Cybertron Adventures,Nintendo Wii,Action,Activision,0.15,0.1,0.0,0.03,0.28,2000s,41.0,6.5
6227,Indiana Jones and the Staff of Kings,PlayStation 2,Action,Activision,0.11,0.01,0.0,0.16,0.28,2000s,55.0,7.5
6228,F-1 Grand Prix,Super Nintendo Entertainment System,Racing,Video System,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6229,Mass Effect 3,Wii U,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28,2010s,Unknown,Unknown
6230,Pinkalicious,Nintendo DS,Misc,GameMill Entertainment,0.26,0.0,0.0,0.02,0.28,2000s,Unknown,tbd
6231,SimCity 2000,Sega Saturn,Simulation,Sega,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6232,Deer Hunter,PlayStation 2,Sports,Atari,0.14,0.11,0.0,0.04,0.28,2000s,Unknown,8.5
6233,Pokemon Box: Ruby & Sapphire,GameCube,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,2000s,Unknown,Unknown
6234,Puyo Puyo! 15th Anniversary,Nintendo DS,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,Unknown
6235,Yu-Gi-Oh! Monster Capsule Breed & Battle,PlayStation,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,1990s,Unknown,Unknown
6236,FIFA Soccer 07,Xbox 360,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28,2000s,Unknown,Unknown
6237,Mass Effect Trilogy,PC,Action,Electronic Arts,0.09,0.16,0.0,0.03,0.28,Multi-decade,Unknown,8
6238,Dave Mirra Freestyle BMX 2,GameCube,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,2000s,78.0,7.7
6239,AC/DC LIVE: Rock Band Track Pack,Nintendo Wii,Misc,MTV Games,0.25,0.0,0.0,0.02,0.28,2000s,Unknown,7.2
6240,My Japanese Coach,Nintendo DS,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.28,2000s,59.0,6.7
6241,Puppeteer,PlayStation 3,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,2000s,80.0,8.5
6242,Warpath: Jurassic Park,PlayStation,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28,1990s,Unknown,Unknown
6243,Tak and the Guardians of Gross,PlayStation 2,Action,THQ,0.14,0.11,0.0,0.04,0.28,2000s,Unknown,tbd
6244,True Crime: New York City,Xbox,Action,Activision,0.21,0.06,0.0,0.01,0.28,2000s,60.0,7.8
6245,Summer Heat Beach Volleyball,PlayStation 2,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,2000s,65.0,7.7
6246,NCAA Basketball 09,PlayStation 2,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28,2000s,55.0,tbd
6247,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Nintendo Wii,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.28,2000s,Unknown,Unknown
6248,Marvel Super Hero Squad: The Infinity Gauntlet,Nintendo Wii,Action,THQ,0.22,0.04,0.0,0.02,0.28,2000s,49.0,tbd
6249,Dead Rising 2: Off the Record,Xbox 360,Action,Capcom,0.17,0.09,0.0,0.02,0.28,2000s,72.0,7.5
6250,Power Pro Kun Pocket 3,Game Boy Advance,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,2000s,Unknown,Unknown
6251,Myst III: Exile,PlayStation 2,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,2000s,57.0,7
6252,Castlevania: Aria of Sorrow,Game Boy Advance,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,2000s,91.0,9.1
6253,NBA 2K12,PlayStation Portable,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28,2000s,Unknown,5
6254,R.U.S.E.,PC,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28,Multi-decade,76.0,8.1
6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,Sega Saturn,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6256,Armored Core: Project Phantasma,PlayStation,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,1990s,Unknown,Unknown
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,Game Boy,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,1980s,Unknown,Unknown
6258,Kobitodzukan: Kobito Kansatsu Set,Nintendo 3DS,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,2010s,Unknown,Unknown
6259,ExciteBots: Trick Racing,Nintendo Wii,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28,2000s,77.0,8.6
6260,Pro Evolution Soccer 2013,PlayStation Portable,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28,2000s,Unknown,tbd
6261,Deadpool,PlayStation 4,Action,Activision,0.13,0.1,0.0,0.05,0.28,2010s,60.0,5.7
6262,Nichibutsu Arcade Classics,Super Nintendo Entertainment System,Misc,Nichibutsu,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6263,Kenka Bancho: Badass Rumble,PlayStation Portable,Action,Spike,0.06,0.0,0.2,0.01,0.27,2000s,70.0,7.5
6264,Cabela's Trophy Bucks,PlayStation 2,Sports,Activision Value,0.13,0.11,0.0,0.04,0.27,2000s,Unknown,tbd
6265,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Nintendo DS,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27,2000s,Unknown,Unknown
6266,Q-Ball: Billiards Master,PlayStation 2,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,2000s,65.0,tbd
6267,Mr. Do!,Atari 2600,Action,Coleco,0.26,0.02,0.0,0.0,0.27,1970s,Unknown,Unknown
6268,How to Train Your Dragon 2,Nintendo Wii,Adventure,Little Orbit,0.05,0.2,0.0,0.02,0.27,2000s,Unknown,tbd
6269,Boogie,Nintendo DS,Misc,Electronic Arts,0.25,0.0,0.0,0.02,0.27,2000s,58.0,tbd
6270,Tao Feng: Fist of the Lotus,Xbox,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,2000s,65.0,6.5
6271,Rapala Pro Bass Fishing 2010,PlayStation 3,Sports,Activision,0.18,0.06,0.0,0.03,0.27,2000s,Unknown,8.5
6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PlayStation,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.27,1990s,Unknown,Unknown
6273,Dragon Ball Z: Budokai 2,GameCube,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,2000s,66.0,5.8
6274,The Legend of Zelda: The Minish Cap(weekly JP sales),Game Boy Advance,Action,Unknown,0.0,0.0,0.27,0.01,0.27,2000s,Unknown,Unknown
6275,Motocross Maniacs Advance,Game Boy Advance,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,2000s,69.0,tbd
6276,Resident Evil 2: Dual Shock Edition,PlayStation,Action,Capcom,0.0,0.0,0.26,0.02,0.27,1990s,Unknown,Unknown
6277,Dynasty Warriors,PlayStation,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,1990s,Unknown,Unknown
6278,M&M's Blast!,Game Boy Advance,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,2000s,Unknown,Unknown
6279,Zumba Fitness: World Party,Nintendo Wii,Misc,Majesco Entertainment,0.14,0.11,0.0,0.03,0.27,2000s,Unknown,tbd
6280,Need for Speed: Most Wanted,Nintendo DS,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,2000s,45.0,6.1
6281,Final Fantasy X International,PlayStation 2,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27,2000s,Unknown,Unknown
6282,Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,1990s,Unknown,Unknown
6283,NHL Hitz 20-02,Xbox,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,2000s,79.0,8.7
6284,Iron Man 2,Xbox 360,Action,Sega,0.15,0.1,0.0,0.03,0.27,2000s,41.0,5.9
6285,Indy 500,Atari 2600,Racing,Atari,0.26,0.01,0.0,0.0,0.27,1970s,Unknown,Unknown
6286,Littlest Pet Shop: Beach Friends,Nintendo DS,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,2000s,Unknown,tbd
6287,Trivial Pursuit,PlayStation 2,Misc,Electronic Arts,0.09,0.01,0.0,0.17,0.27,2000s,Unknown,tbd
6288,Suikoden Tierkreis,Nintendo DS,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27,2000s,76.0,7.4
6289,Evil Dead: Hail to the King,PlayStation,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,1990s,51.0,6
6290,Dragon Ball GT: Final Bout,PlayStation,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,1990s,Unknown,Unknown
6291,Burstrick: Wake Boarding!!,PlayStation,Sports,Natsume,0.15,0.1,0.0,0.02,0.27,1990s,Unknown,Unknown
6292,Dave Mirra Freestyle BMX: Maximum Remix,PlayStation,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,1990s,67.0,8.1
6293,Divinity: Original Sin,PlayStation 4,Role-Playing,Focus Home Interactive,0.09,0.12,0.02,0.04,0.27,2010s,Unknown,Unknown
6294,R.U.S.E.,Xbox 360,Strategy,Ubisoft,0.12,0.12,0.0,0.03,0.27,2000s,78.0,7
6295,Hatsune Miku: Project Diva f,PlayStation 3,Misc,Sega,0.08,0.0,0.19,0.01,0.27,2000s,73.0,8.4
6296,Resident Evil: Deadly Silence,Nintendo DS,Action,Capcom,0.12,0.03,0.11,0.01,0.27,2000s,71.0,8.4
6297,Pac-Pix,Nintendo DS,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,2000s,71.0,7.1
6298,Beamrider,Atari 2600,Racing,Activision,0.26,0.01,0.0,0.0,0.27,1970s,Unknown,Unknown
6299,EyePet,PlayStation Portable,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,2000s,57.0,tbd
6300,The Evil Within,PC,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27,Multi-decade,68.0,5.9
6301,Athens 2004,PlayStation 2,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,2000s,61.0,7.2
6302,Gunship,PlayStation,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,1990s,Unknown,Unknown
6303,Jikkyou Powerful Pro Yakyuu Portable 4,PlayStation Portable,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,2000s,Unknown,Unknown
6304,SD Gundam G Generation Portable,PlayStation Portable,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,2000s,Unknown,Unknown
6305,Sydney 2000,PlayStation,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,1990s,57.0,tbd
6306,Pro Race Driver,PlayStation 2,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,2000s,81.0,8.5
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,GameCube,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,2000s,80.0,9
6308,Bishoujo Senshi Sailormoon R,Super Nintendo Entertainment System,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,1990s,Unknown,Unknown
6309,The Club,Xbox 360,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,2000s,76.0,6.8
6310,Slam Dunk: Yonkyo Taiketsu!!,Super Nintendo Entertainment System,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,1990s,Unknown,Unknown
6311,Rhythm Thief & the Emperor's Treasure,Nintendo 3DS,Misc,Sega,0.07,0.07,0.12,0.01,0.27,2010s,Unknown,Unknown
6312,Rocky: Legends,PlayStation 2,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,2000s,65.0,8.6
6313,NickToons: Racing,Game Boy Advance,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,2000s,78.0,tbd
6314,MotionSports: Adrenaline,Xbox 360,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,2000s,41.0,7.4
6315,Tiger Woods PGA Tour 07,PlayStation Portable,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.27,2000s,78.0,tbd
6316,Gun,Xbox 360,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,2000s,75.0,7.5
6317,NHL 07,Xbox 360,Sports,Electronic Arts,0.25,0.01,0.0,0.02,0.27,2000s,79.0,5.3
6318,Flag Capture,Atari 2600,Action,Atari,0.25,0.02,0.0,0.0,0.27,1970s,Unknown,Unknown
6319,Bridge,Atari 2600,Misc,Activision,0.25,0.02,0.0,0.0,0.27,1970s,Unknown,Unknown
6320,G-Force,PlayStation 2,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,2000s,Unknown,tbd
6321,LEGO Harry Potter: Years 5-7,PlayStation Portable,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.06,0.27,2000s,Unknown,tbd
6322,The Adventures of Tintin: The Game,PlayStation 3,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27,2000s,59.0,5.7
6323,RalliSport Challenge 2,Xbox,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,2000s,87.0,9.1
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,Game Boy,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27,1980s,Unknown,Unknown
6325,Wave Rally,PlayStation 2,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,2000s,62.0,tbd
6326,Over the Hedge,Game Boy Advance,Platform,Activision,0.19,0.07,0.0,0.0,0.27,2000s,49.0,tbd
6327,Disgaea 5: Alliance of Vengeance,PlayStation 4,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27,2010s,80.0,8.1
6328,Disney's Chicken Little,GameCube,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,2000s,67.0,tbd
6329,Battle of Giants: Mutant Insects,Nintendo DS,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27,2000s,Unknown,tbd
6330,Ty the Tasmanian Tiger,GameCube,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,2000s,69.0,8.7
6331,Sengoku Basara 4,PlayStation 3,Action,Capcom,0.0,0.0,0.27,0.0,0.27,2000s,Unknown,Unknown
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),Game Boy Advance,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,2000s,Unknown,Unknown
6333,WWE Road to WrestleMania X8,Game Boy Advance,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,2000s,73.0,7.5
6334,Medarot 3: Kabuto / Kuwagata Version,Game Boy,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,1980s,Unknown,Unknown
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PlayStation 2,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,2000s,67.0,8.4
6336,Sherlock Holmes: Crimes & Punishments,PlayStation 4,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.05,0.27,2010s,Unknown,Unknown
6337,NASCAR 06: Total Team Control,Xbox,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,2000s,79.0,5.9
6338,Bratz: The Movie,Nintendo Wii,Simulation,THQ,0.24,0.01,0.0,0.02,0.27,2000s,Unknown,5
6339,BloodRayne 2,PlayStation 2,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,2000s,70.0,8.5
6340,Spider-Man: Web of Shadows,PlayStation 3,Action,Activision,0.2,0.04,0.0,0.03,0.27,2000s,67.0,7.9
6341,NHL 2002,Xbox,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,2000s,89.0,8.8
6342,Reader Rabbit Kindergarten,Nintendo DS,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27,2000s,Unknown,tbd
6343,Tropico 4,PC,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,Multi-decade,78.0,7.7
6344,NBA In The Zone '98,Nintendo 64,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,1990s,Unknown,Unknown
6345,Jikkyou Powerful Pro Yakyuu 5,Nintendo 64,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,1990s,Unknown,Unknown
6346,NBA Jam 99,Nintendo 64,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,1990s,Unknown,Unknown
6347,Shadow Man,Nintendo 64,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,1990s,Unknown,Unknown
6348,Command & Conquer,Nintendo 64,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,1990s,Unknown,Unknown
6349,Call of Juarez: The Cartel,Xbox 360,Shooter,Ubisoft,0.14,0.11,0.0,0.03,0.27,2000s,47.0,5.7
6350,Shadow of Rome,PlayStation 2,Action,Capcom,0.13,0.1,0.0,0.03,0.27,2000s,75.0,8.3
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Nintendo 3DS,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,2010s,Unknown,Unknown
6352,Tales of Eternia,PlayStation Portable,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27,2000s,Unknown,Unknown
6353,Harry Potter and the Order of the Phoenix,PlayStation 2,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,2000s,61.0,8
6354,Ben 10 Triple Pack,Nintendo DS,Misc,D3Publisher,0.13,0.12,0.0,0.03,0.27,2000s,Unknown,tbd
6355,Need for Speed Rivals,PC,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27,Multi-decade,76.0,3.3
6356,Stuntman: Ignition,PlayStation 2,Racing,THQ,0.13,0.1,0.0,0.03,0.27,2000s,71.0,6.4
6357,Fantastic 4,Xbox,Action,Activision,0.2,0.06,0.0,0.01,0.27,2000s,62.0,6.6
6358,Mat Hoffman's Pro BMX,Game Boy Advance,Sports,Activision,0.19,0.07,0.0,0.0,0.27,2000s,71.0,tbd
6359,MotoGP,PlayStation 2,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,2000s,77.0,6
6360,The Penguins of Madagascar,Nintendo DS,Action,THQ,0.13,0.12,0.0,0.02,0.27,2000s,Unknown,tbd
6361,Summer Athletics: The Ultimate Challenge (US sales),Nintendo Wii,Sports,DTP Entertainment,0.23,0.04,0.0,0.0,0.27,2000s,Unknown,Unknown
6362,Rock Revolution,Xbox 360,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,2000s,38.0,5.1
6363,Etrian Odyssey II: Heroes of Lagaard,Nintendo DS,Role-Playing,Atlus,0.1,0.0,0.16,0.01,0.27,2000s,82.0,8.9
6364,LEGO The Hobbit,Xbox One,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,2010s,69.0,6.8
6365,Jikkyou Powerful Pro Yakyuu 2,Super Nintendo Entertainment System,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,1990s,Unknown,Unknown
6366,The Incredible Hulk,PlayStation 3,Action,Sega,0.22,0.03,0.0,0.03,0.27,2000s,55.0,6.8
6367,Resident Evil: Revelations,Xbox 360,Action,Capcom,0.12,0.11,0.02,0.02,0.27,2000s,75.0,7.4
6368,Major League Baseball 2K10,Nintendo Wii,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,2000s,53.0,tbd
6369,NASCAR 2011: The Game,PlayStation 3,Racing,Activision,0.25,0.0,0.0,0.02,0.27,2000s,62.0,3.7
6370,Thoroughbred Breeder II,Super Nintendo Entertainment System,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,1990s,Unknown,Unknown
6371,Shin Megami Tensei: Devil Survivor,Nintendo DS,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,2000s,84.0,8.8
6372,Magical Vacation,Game Boy Advance,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,2000s,Unknown,Unknown
6373,XGIII: Extreme G Racing,PlayStation 2,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,2000s,Unknown,Unknown
